method,trial,bin,n_bin,coverage,mean_width
norm,430,0,39762,0.9207031839444696,0.8546395947093844
norm,430,1,40146,0.8730882279679171,1.3200271831554529
norm,430,2,40171,0.89950461775908,2.0751116526624327
norm,430,3,40175,0.8864965774735533,2.652953917159904
norm,430,4,39746,0.8758617219342827,3.3850023036823904
cqr,430,0,39762,0.923243297620844,0.9048687221164546
cqr,430,1,40146,0.8902754944452748,1.398865884352982
cqr,430,2,40171,0.8985835553010878,2.0319409619886097
cqr,430,3,40175,0.8677535780958308,2.482112532183056
cqr,430,4,39746,0.8608916620540432,3.037300921925654
abs,431,0,39762,0.9993209597102761,2.4800177389206373
abs,431,1,40146,0.9941961839286604,2.4800177389206373
abs,431,2,40171,0.955415598317194,2.4800177389206373
abs,431,3,40175,0.8704667081518357,2.4800177389206377
abs,431,4,39746,0.76732249786142,2.4800177389206373
norm,431,0,39762,0.9424827724963533,0.9396033089923701
norm,431,1,40146,0.903726398644946,1.4512572515137199
norm,431,2,40171,0.9262403226207961,2.2814081952676903
norm,431,3,40175,0.9176851275668948,2.916696458482424
norm,431,4,39746,0.9073869068585518,3.7215211946367885
cqr,431,0,39762,0.9649917006186811,1.0608864052271147
cqr,431,1,40146,0.926493299456982,1.5548835674636425
cqr,431,2,40171,0.9220333076099674,2.18795864509927
cqr,431,3,40175,0.8916739265712508,2.6381302152937165
cqr,431,4,39746,0.8794092487294319,3.1933186050363145
abs,432,0,39762,0.9990443136663145,2.2684696002725664
abs,432,1,40146,0.9894136402132218,2.2684696002725664
abs,432,2,40171,0.933583928704787,2.2684696002725664
abs,432,3,40175,0.8346235220908526,2.2684696002725664
abs,432,4,39746,0.724475418910079,2.2684696002725664
norm,432,0,39762,0.9272672400784668,0.8759909517492324
norm,432,1,40146,0.8819807701888108,1.3530052617096542
norm,432,2,40171,0.9060267357048617,2.1269539146730176
norm,432,3,40175,0.8950591163658992,2.71923234217812
norm,432,4,39746,0.8844663613948573,3.469569404497801
cqr,432,0,39762,0.9392384688898949,0.9530554146620672
cqr,432,1,40146,0.90240621730683,1.447052576898595
cqr,432,2,40171,0.9067735431032337,2.080127654534223
cqr,432,3,40175,0.875718730553827,2.5302992247286693
cqr,432,4,39746,0.8669300055351482,3.085487614471267
abs,433,0,39762,0.9989688647452342,2.2285012623469242
abs,433,1,40146,0.9881432770388083,2.2285012623469242
abs,433,2,40171,0.928754574195315,2.2285012623469242
abs,433,3,40175,0.8262352209085252,2.2285012623469242
abs,433,4,39746,0.7162984954460826,2.2285012623469242
norm,433,0,39762,0.9319702228258135,0.8928815047921284
norm,433,1,40146,0.8879091316694067,1.3790934388701486
norm,433,2,40171,0.911478429712977,2.167965100740456
norm,433,3,40175,0.9020286247666459,2.7716636350125987
norm,433,4,39746,0.8913852966336235,3.5364684357556664
cqr,433,0,39762,0.927116342236306,0.915508973682482
cqr,433,1,40146,0.8927913117122502,1.4095061359190095
cqr,433,2,40171,0.9002016379975605,2.0425812135546373
cqr,433,3,40175,0.8695955196017424,2.492752783749084
cqr,433,4,39746,0.8622251295727872,3.0479411734916817
abs,434,0,39762,0.9990694633066747,2.3275235538639203
abs,434,1,40146,0.99118218502466,2.3275235538639203
abs,434,2,40171,0.9406537054093749,2.3275235538639203
abs,434,3,40175,0.8451524579962664,2.3275235538639203
abs,434,4,39746,0.7375836562169779,2.3275235538639203
norm,434,0,39762,0.9321965695890548,0.8933248408946983
norm,434,1,40146,0.8879838589149603,1.3797781903259545
norm,434,2,40171,0.9115780040327599,2.16904154503134
norm,434,3,40175,0.9021530802738021,2.7730398294426397
norm,434,4,39746,0.8915362552206512,3.5382243732734167
cqr,434,0,39762,0.9609426085206981,1.0402593243603186
cqr,434,1,40146,0.9230309370796592,1.5342564865968464
cqr,434,2,40171,0.9194194817156656,2.1673315642324744
cqr,434,3,40175,0.8886869943995022,2.617503134426921
cqr,434,4,39746,0.8769184320434761,3.1726915241695184
abs,435,0,39762,0.9990946129470348,2.3658309657684056
abs,435,1,40146,0.992004184725751,2.3658309657684056
abs,435,2,40171,0.9449354011600408,2.3658309657684056
abs,435,3,40175,0.8515245799626634,2.365830965768405
abs,435,4,39746,0.745584461329442,2.365830965768406
norm,435,0,39762,0.9351642271515518,0.9049418148037585
norm,435,1,40146,0.8923927664026304,1.397721100344278
norm,435,2,40171,0.9154116153444026,2.197248192694983
norm,435,3,40175,0.9064343497199752,2.8091009909291556
norm,435,4,39746,0.8954611784833694,3.5842361467594768
cqr,435,0,39762,0.958804889090086,1.0307087893877673
cqr,435,1,40146,0.9210382105315598,1.5247059516242947
cqr,435,2,40171,0.918075228398596,2.1577810292599224
cqr,435,3,40175,0.8871188550093342,2.6079525994543693
cqr,435,4,39746,0.8759875207568057,3.163140989196967
abs,436,0,39762,0.9990443136663145,2.279685155779089
abs,436,1,40146,0.9897125491954366,2.279685155779089
abs,436,2,40171,0.934977969181748,2.279685155779089
abs,436,3,40175,0.8369881767268201,2.279685155779089
abs,436,4,39746,0.7267901172445026,2.279685155779089
norm,436,0,39762,0.9266384990694633,0.8741698732957103
norm,436,1,40146,0.8812334977332735,1.3501925286275587
norm,436,2,40171,0.9055288641059471,2.1225322366432264
norm,436,3,40175,0.894411947728687,2.7135793894637428
norm,436,4,39746,0.8839883258692699,3.4623565924557207
cqr,436,0,39762,0.9427091192595946,0.9653349929659697
cqr,436,1,40146,0.9057938524385991,1.4593321552024974
cqr,436,2,40171,0.9082920514799233,2.092407232838125
cqr,436,3,40175,0.877909147479776,2.5425788030325713
cqr,436,4,39746,0.8687415085794797,3.097767192775169
abs,437,0,39762,0.9993712589909964,2.523730655623091
abs,437,1,40146,0.9949434563841977,2.523730655623091
abs,437,2,40171,0.9590002738293794,2.523730655623091
abs,437,3,40175,0.8761667703795893,2.523730655623091
abs,437,4,39746,0.7755749006189302,2.523730655623091
norm,437,0,39762,0.9277450832453096,0.8773491064399314
norm,437,1,40146,0.8824291336621332,1.355102989362048
norm,437,2,40171,0.9064997137238306,2.13025158850212
norm,437,3,40175,0.8955818294959552,2.7234482968672125
norm,437,4,39746,0.8847934383334172,3.474948697459692
cqr,437,0,39762,0.9436396559529199,0.9686385403089874
cqr,437,1,40146,0.9067154884670952,1.462635702545515
cqr,437,2,40171,0.9086405615991636,2.0957107801811428
cqr,437,3,40175,0.8783074051026758,2.545882350375589
cqr,437,4,39746,0.8690685855180396,3.1010707401181867
abs,438,0,39762,0.998943715104874,2.2114364349749276
abs,438,1,40146,0.9874458227469736,2.2114364349749276
abs,438,2,40171,0.926713300639765,2.2114364349749276
abs,438,3,40175,0.8232731798382078,2.2114364349749276
abs,438,4,39746,0.7128264479444473,2.2114364349749276
norm,438,0,39762,0.9055631004476636,0.8113497911289431
norm,438,1,40146,0.8546305983161461,1.253164241357075
norm,438,2,40171,0.8828010256154938,1.9700016432416914
norm,438,3,40175,0.8666085874299938,2.518574636475083
norm,438,4,39746,0.8565641825592513,3.213542795191468
cqr,438,0,39762,0.9243498817966903,0.9077611302973821
cqr,438,1,40146,0.8910974941463657,1.4017582925339098
cqr,438,2,40171,0.8990067461601653,2.0348333701695376
cqr,438,3,40175,0.8682514001244555,2.485004940363984
cqr,438,4,39746,0.8611935792280985,3.040193330106582
abs,439,0,39762,0.9990946129470348,2.347224184151755
abs,439,1,40146,0.9916056394161311,2.347224184151755
abs,439,2,40171,0.9428194468646536,2.347224184151755
abs,439,3,40175,0.8488114499066584,2.347224184151755
abs,439,4,39746,0.7419362954762744,2.347224184151755
norm,439,0,39762,0.9248780242442534,0.8686602706847613
norm,439,1,40146,0.8788920440392567,1.3416827131920708
norm,439,2,40171,0.9037116327699086,2.1091546203353757
norm,439,3,40175,0.892221530802738,2.696476599095503
norm,439,4,39746,0.8815729884768279,3.440534507864872
cqr,439,0,39762,0.9383330818369298,0.9506941054388104
cqr,439,1,40146,0.901783490260549,1.4446912676753383
cqr,439,2,40171,0.9063005650842648,2.0777663453109656
cqr,439,3,40175,0.8753702551337896,2.527937915505412
cqr,439,4,39746,0.8665274493030746,3.0831263052480096
abs,440,0,39762,0.9990443136663145,2.2836488738134064
abs,440,1,40146,0.9898869127683954,2.2836488738134064
abs,440,2,40171,0.9355007343606084,2.283648873813406
abs,440,3,40175,0.8374362165525825,2.283648873813406
abs,440,4,39746,0.7277965078246867,2.283648873813406
norm,440,0,39762,0.9357678185201952,0.9071528245230503
norm,440,1,40146,0.8928909480396553,1.4011360988416022
norm,440,2,40171,0.916208209902666,2.2026166451526685
norm,440,3,40175,0.9073802115743622,2.815964359923508
norm,440,4,39746,0.8962662909475168,3.592993373828757
cqr,440,0,39762,0.9635330214777929,1.0531686664783182
cqr,440,1,40146,0.9253972998555273,1.5471658287148455
cqr,440,2,40171,0.9210624579920839,2.1802409063504733
cqr,440,3,40175,0.8907031736154325,2.63041247654492
cqr,440,4,39746,0.8783776983847431,3.1856008662875177
abs,441,0,39762,0.9990694633066747,2.310432808492478
abs,441,1,40146,0.9907587306331889,2.310432808492478
abs,441,2,40171,0.938512857534042,2.310432808492478
abs,441,3,40175,0.8422899813316739,2.310432808492478
abs,441,4,39746,0.7335077743672319,2.310432808492478
norm,441,0,39762,0.9316684271414919,0.8915843006533566
norm,441,1,40146,0.8872864046231256,1.3770898519361001
norm,441,2,40171,0.9110054516940082,2.1648154181831405
norm,441,3,40175,0.9013565650280025,2.7676368817207857
norm,441,4,39746,0.8908821013435314,3.5313305518742375
cqr,441,0,39762,0.9302348976409638,0.9260090942517621
cqr,441,1,40146,0.8955064016340357,1.4200062564882896
cqr,441,2,40171,0.9020437629135446,2.0530813341239176
cqr,441,3,40175,0.8714872433105165,2.5032529043183644
cqr,441,4,39746,0.863759875207568,3.058441294060962
abs,442,0,39762,0.9991700618681153,2.413219202465672
abs,442,1,40146,0.9930005479998008,2.4132192024656716
abs,442,2,40171,0.9489681611112494,2.4132192024656716
abs,442,3,40175,0.859315494710641,2.4132192024656716
abs,442,4,39746,0.7546419765510994,2.4132192024656716
norm,442,0,39762,0.9199989940143856,0.8525154537448847
norm,442,1,40146,0.8721915010212724,1.316746357142533
norm,442,2,40171,0.8986582360409251,2.0699541222898428
norm,442,3,40175,0.8854511512134412,2.646360204292803
norm,442,4,39746,0.8750062899411262,3.3765891408676927
cqr,442,0,39762,0.9392384688898949,0.953233273452684
cqr,442,1,40146,0.9024560354705325,1.4472304356892118
cqr,442,2,40171,0.9067984366831794,2.0803055133248396
cqr,442,3,40175,0.8757436216552582,2.5304770835192865
cqr,442,4,39746,0.8669803250641575,3.085665473261884
abs,443,0,39762,0.9990946129470348,2.375150875491375
abs,443,1,40146,0.9922034573805609,2.375150875491375
abs,443,2,40171,0.9456822085584128,2.3751508754913755
abs,443,3,40175,0.8531922837585563,2.3751508754913746
abs,443,4,39746,0.7473959643737734,2.375150875491375
norm,443,0,39762,0.9384588300387304,0.9217369115018003
norm,443,1,40146,0.8980471279828626,1.4236618411224748
norm,443,2,40171,0.9208135221926266,2.238027605539236
norm,443,3,40175,0.9121344119477287,2.8612359702233228
norm,443,4,39746,0.9014743621999698,3.6507571005806865
cqr,443,0,39762,0.9535989135355365,1.0070974504030952
cqr,443,1,40146,0.9153091217057739,1.5010946126396225
cqr,443,2,40171,0.9149137437454881,2.1341696902752503
cqr,443,3,40175,0.8837336652146858,2.584341260469697
cqr,443,4,39746,0.8734463845418406,3.1395296502122947
abs,444,0,39762,0.9993461093506363,2.499682334555854
abs,444,1,40146,0.9944950929108753,2.499682334555854
abs,444,2,40171,0.9572079360732867,2.499682334555854
abs,444,3,40175,0.8729807093963908,2.499682334555854
abs,444,4,39746,0.7711216223016153,2.499682334555854
norm,444,0,39762,0.9333534530456215,0.8977763664317076
norm,444,1,40146,0.8894784038260349,1.3866537607438696
norm,444,2,40171,0.9131711931492869,2.179850092366564
norm,444,3,40175,0.9039452395768512,2.786858159629836
norm,444,4,39746,0.893071000855432,3.555855693295281
cqr,444,0,39762,0.9611186560032191,1.0414474319010745
cqr,444,1,40146,0.9233298460618742,1.5354445941376023
cqr,444,2,40171,0.9196186303552314,2.16851967177323
cqr,444,3,40175,0.8888114499066584,2.6186912419676767
cqr,444,4,39746,0.8770190711014945,3.173879631710274
abs,445,0,39762,0.9990694633066747,2.28930112638897
abs,445,1,40146,0.9900114581776516,2.28930112638897
abs,445,2,40171,0.9359737123795773,2.2893011263889695
abs,445,3,40175,0.8386558805227131,2.28930112638897
abs,445,4,39746,0.7291551351079354,2.28930112638897
norm,445,0,39762,0.9334540516070621,0.8985441233450024
norm,445,1,40146,0.8898769491356548,1.3878395939323607
norm,445,2,40171,0.9133703417888527,2.1817142481195297
norm,445,3,40175,0.9041692594897324,2.7892414141890227
norm,445,4,39746,0.8934483973230011,3.558896576184699
cqr,445,0,39762,0.9596096775816105,1.0342903139348136
cqr,445,1,40146,0.9216858466596921,1.5282874761713412
cqr,445,2,40171,0.9185730999975107,2.1613625538069687
cqr,445,3,40175,0.8877162414436839,2.6115341240014156
cqr,445,4,39746,0.8763145976953656,3.1667225137440127
abs,446,0,39762,0.9990694633066747,2.3265883711088255
abs,446,1,40146,0.9911572759428088,2.3265883711088255
abs,446,2,40171,0.9405043439297005,2.3265883711088255
abs,446,3,40175,0.8449782202862477,2.3265883711088255
abs,446,4,39746,0.7374830171589594,2.3265883711088255
norm,446,0,39762,0.9246013782002918,0.8672833224436137
norm,446,1,40146,0.8784436805659344,1.3395559581021301
norm,446,2,40171,0.9033382290707227,2.1058113147384825
norm,446,3,40175,0.891798382078407,2.692202305869806
norm,446,4,39746,0.8810697931867357,3.435080778600291
cqr,446,0,39762,0.9466073135154167,0.978281464296171
cqr,446,1,40146,0.9085836696059383,1.4722786265326988
cqr,446,2,40171,0.9103084314555276,2.1053537041683263
cqr,446,3,40175,0.879477286869944,2.555525274362773
cqr,446,4,39746,0.8699743370402053,3.1107136641053708
abs,447,0,39762,0.9990946129470348,2.374249265960443
abs,447,1,40146,0.9921785482987097,2.374249265960443
abs,447,2,40171,0.9456075278185756,2.374249265960443
abs,447,3,40175,0.8529184816428127,2.374249265960443
abs,447,4,39746,0.747169526493232,2.374249265960443
norm,447,0,39762,0.9234947940244455,0.8641034539088589
norm,447,1,40146,0.8771733173915209,1.334644515979952
norm,447,2,40171,0.9024669537726221,2.098090420116641
norm,447,3,40175,0.8905787181082763,2.682331426100656
norm,447,4,39746,0.8797111659034872,3.4224861569817926
cqr,447,0,39762,0.9574468085106383,1.0241729284548744
cqr,447,1,40146,0.9194191202112291,1.518170090691402
cqr,447,2,40171,0.9171292723606582,2.1512451683270295
cqr,447,3,40175,0.8861481020535159,2.6014167385214764
cqr,447,4,39746,0.8752075680571629,3.1566051282640735
abs,448,0,39762,0.9990946129470348,2.3423445392460236
abs,448,1,40146,0.9916056394161311,2.3423445392460236
abs,448,2,40171,0.9423962560055762,2.342344539246024
abs,448,3,40175,0.8478406969508401,2.3423445392460236
abs,448,4,39746,0.7407789463090626,2.3423445392460236
norm,448,0,39762,0.9280720285699915,0.8789593414032454
norm,448,1,40146,0.8830269516265631,1.3575900657109556
norm,448,2,40171,0.9069975853227452,2.134161327012461
norm,448,3,40175,0.8961045426260112,2.728446753737122
norm,448,4,39746,0.8852966336235093,3.481326413977894
cqr,448,0,39762,0.9501031135254766,0.9914610902578085
cqr,448,1,40146,0.9115478503462362,1.4854582524943358
cqr,448,2,40171,0.9122750242712404,2.1185333301299636
cqr,448,3,40175,0.8813939016801493,2.5687049003244105
cqr,448,4,39746,0.8714587631459769,3.123893290067008
abs,449,0,39762,0.9991449122277551,2.4105568021931942
abs,449,1,40146,0.992925820754247,2.4105568021931942
abs,449,2,40171,0.9486943317318464,2.4105568021931942
abs,449,3,40175,0.8589670192906036,2.4105568021931942
abs,449,4,39746,0.7541136214965027,2.4105568021931942
norm,449,0,39762,0.9165786429254061,0.8435813462766256
norm,449,1,40146,0.8684551387435859,1.302947248385649
norm,449,2,40171,0.8955465385477085,2.048261620996562
norm,449,3,40175,0.8816179215930305,2.6186271393248677
norm,449,4,39746,0.8714084436169678,3.3412034946273184
cqr,449,0,39762,0.9452240832956089,0.9733520294099071
cqr,449,1,40146,0.9077118517411448,1.467349191646435
cqr,449,2,40171,0.90953673047721,2.1004242692820623
cqr,449,3,40175,0.878855009334163,2.550595839476509
cqr,449,4,39746,0.8695214612791224,3.1057842292191062
abs,450,0,39762,0.9990694633066747,2.2903082620993445
abs,450,1,40146,0.9900612763413541,2.2903082620993445
abs,450,2,40171,0.9360981802793059,2.2903082620993445
abs,450,3,40175,0.8389047915370255,2.2903082620993445
abs,450,4,39746,0.7293815729884768,2.2903082620993445
norm,450,0,39762,0.9303103465620441,0.8870092976144572
norm,450,1,40146,0.8856673143027948,1.3700235652677182
norm,450,2,40171,0.9095118368972642,2.153707060723743
norm,450,3,40175,0.8992906036092098,2.7534352553180277
norm,450,4,39746,0.8891712373572184,3.5132101699940903
cqr,450,0,39762,0.9431115135053568,0.9672297487823417
cqr,450,1,40146,0.9063916704030289,1.461226911018869
cqr,450,2,40171,0.9085160936994349,2.094301988654497
cqr,450,3,40175,0.8780833851897947,2.5444735588489436
cqr,450,4,39746,0.8689176269310119,3.099661948591541
abs,451,0,39762,0.9990694633066747,2.314766398281946
abs,451,1,40146,0.9909580032879988,2.314766398281946
abs,451,2,40171,0.9390356227129023,2.314766398281946
abs,451,3,40175,0.8428375855631611,2.314766398281946
abs,451,4,39746,0.7345393247119207,2.314766398281946
norm,451,0,39762,0.9350133293093909,0.9042033904872261
norm,451,1,40146,0.8921187665022667,1.3965805725983607
norm,451,2,40171,0.9152124667048368,2.1954552580903486
norm,451,3,40175,0.9061356565028003,2.806808789988317
norm,451,4,39746,0.8952095808383234,3.5813114425589805
cqr,451,0,39762,0.9404959509079021,0.9578476912434848
cqr,451,1,40146,0.9037513077267972,1.4518448534800126
cqr,451,2,40171,0.9072963082820941,2.0849199311156403
cqr,451,3,40175,0.8763907902924705,2.5350915013100868
cqr,451,4,39746,0.8676847984702863,3.0902798910526843
abs,452,0,39762,0.9989688647452342,2.2188572511656277
abs,452,1,40146,0.9877198226473373,2.2188572511656277
abs,452,2,40171,0.9275098951980284,2.2188572511656277
abs,452,3,40175,0.8246670815183572,2.2188572511656277
abs,452,4,39746,0.7141850752276959,2.2188572511656277
norm,452,0,39762,0.9359690156430763,0.9085627445174818
norm,452,1,40146,0.8933891296766802,1.4033137802060567
norm,452,2,40171,0.9165567200219064,2.2060400079688516
norm,452,3,40175,0.9079029247044181,2.8203410033592475
norm,452,4,39746,0.8967191667085996,3.5985776955226054
cqr,452,0,39762,0.946657612796137,0.9784613190088913
cqr,452,1,40146,0.9086334877696408,1.4724584812454191
cqr,452,2,40171,0.9103582186154191,2.105533558881047
cqr,452,3,40175,0.8795270690728064,2.5557051290754935
cqr,452,4,39746,0.8699743370402053,3.110893518818091
abs,453,0,39762,0.9990694633066747,2.3019609346632706
abs,453,1,40146,0.9905843670602301,2.3019609346632706
abs,453,2,40171,0.9374922207562669,2.3019609346632706
abs,453,3,40175,0.8407716241443683,2.3019609346632706
abs,453,4,39746,0.7315453127358728,2.3019609346632706
norm,453,0,39762,0.933806146572104,0.900361215597976
norm,453,1,40146,0.8905245852637872,1.3906461701582626
norm,453,2,40171,0.9139677877075503,2.1861262474364938
norm,453,3,40175,0.904741754822651,2.7948819930250712
norm,453,4,39746,0.8940270719066069,3.5660935999364605
cqr,453,0,39762,0.9429103163824757,0.9662533156400189
cqr,453,1,40146,0.9060429432571115,1.4602504778765466
cqr,453,2,40171,0.9083916257997062,2.0933255555121746
cqr,453,3,40175,0.8779589296826384,2.543497125706621
cqr,453,4,39746,0.8688169878729936,3.0986855154492186
abs,454,0,39762,0.9987425179819929,2.1386501700268346
abs,454,1,40146,0.9843820056792707,2.1386501700268346
abs,454,2,40171,0.916681187921635,2.1386501700268346
abs,454,3,40175,0.8089607965152458,2.1386501700268346
abs,454,4,39746,0.6972525537160972,2.1386501700268346
norm,454,0,39762,0.9265881997887431,0.8739158868032716
norm,454,1,40146,0.881084043242166,1.3498002356934973
norm,454,2,40171,0.9053297154663812,2.1219155435560575
norm,454,3,40175,0.894312383322962,2.7127909700361945
norm,454,4,39746,0.8838625270467468,3.4613506188648273
cqr,454,0,39762,0.9325235149137368,0.9317765537263288
cqr,454,1,40146,0.8969262192995566,1.4257737159628563
cqr,454,2,40171,0.9028652510517537,2.058848793598484
cqr,454,3,40175,0.872383322962041,2.509020363792931
cqr,454,4,39746,0.8643888693201832,3.064208753535528
abs,455,0,39762,0.9993712589909964,2.5278991223527543
abs,455,1,40146,0.9949932745479002,2.5278991223527543
abs,455,2,40171,0.9594483582684026,2.527899122352754
abs,455,3,40175,0.8766148102053516,2.527899122352754
abs,455,4,39746,0.7763548533185729,2.5278991223527543
norm,455,0,39762,0.9348372818268699,0.9035223135207844
norm,455,1,40146,0.8919942210930105,1.3955286202723864
norm,455,2,40171,0.9150382116452167,2.1938015659864814
norm,455,3,40175,0.9058867454884879,2.804694605462823
norm,455,4,39746,0.8950586222512957,3.578613876105634
cqr,455,0,39762,0.9564156732558724,1.0194781842720828
cqr,455,1,40146,0.9179743934638569,1.5134753465086106
cqr,455,2,40171,0.9165069328620149,2.146550424144238
cqr,455,3,40175,0.8856253889234599,2.5967219943386843
cqr,455,4,39746,0.8748050118250893,3.151910384081282
abs,456,0,39762,0.9990694633066747,2.307972150655815
abs,456,1,40146,0.9907338215513376,2.307972150655815
abs,456,2,40171,0.9381145602549102,2.307972150655815
abs,456,3,40175,0.8417921593030492,2.307972150655815
abs,456,4,39746,0.732803300961103,2.307972150655815
norm,456,0,39762,0.9257834112972184,0.8712314665493542
norm,456,1,40146,0.8799631345588601,1.3456540345016497
norm,456,2,40171,0.904508227328172,2.1153976244425143
norm,456,3,40175,0.8931176104542626,2.7044580502042326
norm,456,4,39746,0.8828058169375534,3.4507183373746964
cqr,456,0,39762,0.9333534530456215,0.9344040497228203
cqr,456,1,40146,0.8976485826732427,1.4284012119593479
cqr,456,2,40171,0.903313335490777,2.061476289594976
cqr,456,3,40175,0.8727317983820784,2.5116478597894223
cqr,456,4,39746,0.8647914255522569,3.06683624953202
abs,457,0,39762,0.9990694633066747,2.302550572384866
abs,457,1,40146,0.9905843670602301,2.302550572384866
abs,457,2,40171,0.9375171143362127,2.302550572384866
abs,457,3,40175,0.8408960796515246,2.302550572384866
abs,457,4,39746,0.7316207920293866,2.302550572384866
norm,457,0,39762,0.9405965494693426,0.9313832208376888
norm,457,1,40146,0.901160763214268,1.4385609759382791
norm,457,2,40171,0.9237509646262229,2.2614493718978323
norm,457,3,40175,0.915295581829496,2.891179836968092
norm,457,4,39746,0.9044935339405223,3.6889635908090255
cqr,457,0,39762,0.9429103163824757,0.9662393724766776
cqr,457,1,40146,0.9060429432571115,1.460236534713205
cqr,457,2,40171,0.9083916257997062,2.0933116123488325
cqr,457,3,40175,0.8779589296826384,2.5434831825432798
cqr,457,4,39746,0.8687918281084889,3.098671572285877
abs,458,0,39762,0.9990946129470348,2.3669541796678564
abs,458,1,40146,0.992004184725751,2.3669541796678564
abs,458,2,40171,0.945010081899878,2.3669541796678564
abs,458,3,40175,0.8517734909769757,2.3669541796678564
abs,458,4,39746,0.745836058974488,2.3669541796678564
norm,458,0,39762,0.9286504702982747,0.8815812416147629
norm,458,1,40146,0.8839734967369103,1.361639702039707
norm,458,2,40171,0.9077941798810086,2.1405274440455577
norm,458,3,40175,0.8971499688861232,2.73658560019311
norm,458,4,39746,0.8867055804357671,3.4917110700492406
cqr,458,0,39762,0.9520396358332076,1.0002747260881377
cqr,458,1,40146,0.9137149404672944,1.4942718883246653
cqr,458,2,40171,0.9139428941276045,2.127346965960293
cqr,458,3,40175,0.8826384567517113,2.5775185361547397
cqr,458,4,39746,0.8725657927841796,3.132706925897337
abs,459,0,39762,0.9990946129470348,2.366897326237442
abs,459,1,40146,0.992004184725751,2.366897326237442
abs,459,2,40171,0.945010081899878,2.366897326237442
abs,459,3,40175,0.8517485998755445,2.366897326237442
abs,459,4,39746,0.7458108992099834,2.366897326237442
norm,459,0,39762,0.9378300890297269,0.9179868131188873
norm,459,1,40146,0.8965276739899367,1.417869654760415
norm,459,2,40171,0.9196684175151228,2.228922161675897
norm,459,3,40175,0.9108400746733043,2.8495949951780855
norm,459,4,39746,0.9004931313842902,3.6359039487447804
cqr,459,0,39762,0.9468588099190182,0.9791690061398468
cqr,459,1,40146,0.908857669506302,1.4731661683763748
cqr,459,2,40171,0.910457792935202,2.1062412460120026
cqr,459,3,40175,0.8796017423771002,2.5564128162064486
cqr,459,4,39746,0.8700749760982237,3.111601205949046
abs,460,0,39762,0.9990946129470348,2.36897375512957
abs,460,1,40146,0.9920290938076023,2.36897375512957
abs,460,2,40171,0.9451594433795524,2.36897375512957
abs,460,3,40175,0.8520721841941505,2.36897375512957
abs,460,4,39746,0.7461631359130478,2.36897375512957
norm,460,0,39762,0.9324229163522961,0.8940401338237421
norm,460,1,40146,0.8881333134060678,1.380882990660624
norm,460,2,40171,0.9118269398322173,2.1707783153627345
norm,460,3,40175,0.9024019912881145,2.7752602264260826
norm,460,4,39746,0.8917375333366879,3.5410574601413893
cqr,460,0,39762,0.9640108646446356,1.0555883305762777
cqr,460,1,40146,0.9257958451651472,1.549585492812805
cqr,460,2,40171,0.9214607552712155,2.1826605704484328
cqr,460,3,40175,0.8909271935283136,2.632832140642879
cqr,460,4,39746,0.8785034972072662,3.188020530385477
abs,461,0,39762,0.9990946129470348,2.363036309865257
abs,461,1,40146,0.9919045483983461,2.363036309865257
abs,461,2,40171,0.9445619974608549,2.363036309865257
abs,461,3,40175,0.8510018668326074,2.363036309865257
abs,461,4,39746,0.7451567453328637,2.363036309865257
norm,461,0,39762,0.9295558573512399,0.8846656669813472
norm,461,1,40146,0.8849200418472575,1.3664037281315358
norm,461,2,40171,0.9088148166587837,2.148016597437922
norm,461,3,40175,0.8981953951462353,2.7461602073247278
norm,461,4,39746,0.8881900065415388,3.503927666420457
cqr,461,0,39762,0.9649162516976008,1.0603394802814319
cqr,461,1,40146,0.9264683903751307,1.5543366425179592
cqr,461,2,40171,0.9219586268701302,2.187411720153587
cqr,461,3,40175,0.8915494710640945,2.637583290348034
cqr,461,4,39746,0.8793337694359181,3.192771680090631
abs,462,0,39762,0.9991449122277551,2.398404069954367
abs,462,1,40146,0.9927016390175858,2.398404069954367
abs,462,2,40171,0.9478230564337458,2.398404069954367
abs,462,3,40175,0.857025513378967,2.398404069954367
abs,462,4,39746,0.7519750415136114,2.398404069954367
norm,462,0,39762,0.9174840299783713,0.8464827723449382
norm,462,1,40146,0.8697753200817018,1.3074286242823403
norm,462,2,40171,0.896616962485375,2.0553064420895293
norm,462,3,40175,0.883235843186061,2.627633683955996
norm,462,4,39746,0.8722387158456197,3.35269527898414
cqr,462,0,39762,0.944016900558322,0.9695742231922472
cqr,462,1,40146,0.9069396702037563,1.4635713854287749
cqr,462,2,40171,0.9089143909785666,2.0966464630644026
cqr,462,3,40175,0.8783820784069695,2.546818033258849
cqr,462,4,39746,0.8691189050470488,3.102006423001447
abs,463,0,39762,0.9990946129470348,2.3762186125353084
abs,463,1,40146,0.9922034573805609,2.3762186125353084
abs,463,2,40171,0.9456822085584128,2.3762186125353084
abs,463,3,40175,0.8533914125700062,2.376218612535308
abs,463,4,39746,0.7475720827253057,2.3762186125353084
norm,463,0,39762,0.9219606659624767,0.8581191807057433
norm,463,1,40146,0.8744582274697354,1.325401551637506
norm,463,2,40171,0.9006497224365836,2.083560277664344
norm,463,3,40175,0.8877660236465463,2.6637551734511877
norm,463,4,39746,0.8771700296885221,3.398784027214099
cqr,463,0,39762,0.9392384688898949,0.9532109397812265
cqr,463,1,40146,0.9024560354705325,1.4472081020177539
