method,trial,coverage,mean_width,q_hat,ssc_worst,crossing_rate,sigma_clip_rate
norm,374,0.900005,2.1168531992273483,2.1448695372917075,0.88435,,5e-05
cqr,374,0.91232,2.097670472276808,0.09407721211602565,0.8906332025098118,0.0,
abs,375,0.9009,2.309944598195529,1.1549722990977649,,,
norm,375,0.899365,2.111702708550844,2.1396508803918466,0.88355,,5e-05
cqr,375,0.89686,2.01320429725632,0.05184412460578158,0.8813588980826438,0.0,
abs,376,0.90065,2.3080306207637875,1.1540153103818933,,,
norm,376,0.88707,2.032468409144066,2.0593679230435153,0.870675,,5e-05
cqr,376,0.89165,1.9879106798376767,0.03919731589645965,0.8785841061920356,0.0,
abs,377,0.897325,2.276652867885886,1.1383264339429429,,,
norm,377,0.896285,2.0913126610731347,2.1189909726973353,0.880225,,5e-05
cqr,377,0.904925,2.0553923595001318,0.07293815572768714,0.8861085418593605,0.0,
abs,378,0.90049,2.306255697474682,1.1531278487373406,,,
norm,378,0.906305,2.1593937753368584,2.187973133624902,0.89025,,5e-05
cqr,378,0.90449,2.0531533830798026,0.07181866751752297,0.8859085568582357,0.0,
abs,379,0.911995,2.42120934454317,1.2106046722715849,,,
norm,379,0.906135,2.1580183236669366,2.186579477991196,0.8902,,5e-05
cqr,379,0.894685,2.00241665829922,0.04645030512723153,0.8803339749518786,0.0,
abs,380,0.89608,2.2655134507365084,1.1327567253682544,,,
norm,380,0.907565,2.1687840431219803,2.197487680654744,0.8919,,5e-05
cqr,380,0.90309,2.0448703432750723,0.06767714761515764,0.8849586281028923,0.0,
abs,381,0.908435,2.383705090398592,1.1918525451992956,,,
norm,381,0.912325,2.2040225639395272,2.2331925797324708,0.896425,,5e-05
cqr,381,0.90752,2.069333541159213,0.07990874655722813,0.887633427492938,0.0,
abs,382,0.906655,2.364745422532403,1.1823727112662021,,,
norm,382,0.90907,2.1796554111477953,2.208502930137216,0.893475,,5e-05
cqr,382,0.90329,2.046309643813835,0.068396797884539,0.8852086093542985,0.0,
abs,383,0.884745,2.1664848933422856,1.0832424466711426,,,
norm,383,0.89021,2.0519348483268467,2.0790919985806986,0.874,,5e-05
cqr,383,0.89459,2.001949095023974,0.04621652348960836,0.880308976826738,0.0,
abs,384,0.893135,2.2402576882392684,1.1201288441196346,,,
norm,384,0.898575,2.1060181868512444,2.133891124622295,0.882675,,5e-05
cqr,384,0.896335,2.0102085577039013,0.050346254829572334,0.881083918706097,0.0,
abs,385,0.9124,2.424941179525064,1.2124705897625327,,,
norm,385,0.91517,2.226576733032565,2.256045250973085,0.89995,,5e-05
cqr,385,0.90766,2.0701473282103273,0.08031564008278513,0.8877084218683599,0.0,
abs,386,0.912105,2.4220158832579255,1.2110079416289623,,,
norm,386,0.91678,2.2398324939387932,2.2694764505346647,0.90155,,5e-05
cqr,386,0.90941,2.0808052934558217,0.08564462270553252,0.888808339374547,0.0,
abs,387,0.902565,2.3243392073281868,1.1621696036640932,,,
norm,387,0.90186,2.1291629061529513,2.1573421619438804,0.886125,,5e-05
cqr,387,0.89315,1.9948538321955895,0.042668892075415965,0.8792840536959728,0.0,
abs,388,0.90935,2.3923518304271174,1.1961759152135594,,,
norm,388,0.89398,2.075495317185326,2.102964287862405,0.877875,,5e-05
cqr,388,0.88937,1.9764984028780859,0.033491177416664186,0.8768657649323699,0.0,
abs,389,0.88856,2.1991644083035644,1.099582204151782,,,
norm,389,0.89862,2.1062618337058887,2.1341379961184264,0.8827,,5e-05
cqr,389,0.89775,2.0172106995608345,0.05384732575803898,0.8819838512111592,0.0,
abs,390,0.88103,2.136167540627438,1.0680837703137183,,,
norm,390,0.90197,2.1301330613333307,2.158325157029983,0.886175,,5e-05
cqr,390,0.891035,1.9851111022566974,0.03779752710596984,0.878234132440067,0.0,
abs,391,0.903935,2.3368651745506455,1.1684325872753227,,,
norm,391,0.89918,2.110236250323265,2.1381650137378942,0.883325,,5e-05
cqr,391,0.90851,2.07551676910213,0.08300036052868631,0.8882333824963128,0.0,
abs,392,0.886285,2.1791582982406723,1.0895791491203362,,,
norm,392,0.90468,2.147809798336365,2.1762358438600224,0.888975,,5e-05
cqr,392,0.88887,1.974222415737311,0.032353183846277,0.8764657349301198,0.0,
abs,393,0.8788,2.1191580952403792,1.059579047620189,,,
norm,393,0.896585,2.093354607128168,2.121059943701953,0.880575,,5e-05
cqr,393,0.89829,2.0197221761160287,0.055103064035635585,0.8823588230882684,0.0,
abs,394,0.918755,2.494462925521944,1.247231462760972,,,
norm,394,0.909465,2.182057510761216,2.2109368212961527,0.893725,,5e-05
cqr,394,0.91838,2.1363555017964955,0.1134197268758691,0.8948828837837163,0.0,
abs,395,0.90942,2.3930476389893816,1.196523819494691,,,
norm,395,0.898335,2.1042866030459737,2.1321366234804353,0.8824,,5e-05
cqr,395,0.890855,1.984389217193622,0.03743658457443244,0.8781158586894017,0.0,
abs,396,0.902485,2.323699725477745,1.1618498627388725,,,
norm,396,0.897155,2.0968266886799345,2.1245779779020073,0.8811,,5e-05
cqr,396,0.90711,2.0671321335108495,0.07880804273304665,0.8873584481163913,0.0,
abs,397,0.89307,2.239630576923576,1.1198152884617882,,,
norm,397,0.881655,2.00026368447881,2.026736972103419,0.86545,,5e-05
cqr,397,0.902635,2.0422116582051055,0.06634780508017424,0.8847086468514861,0.0,
abs,398,0.90682,2.3664440052002926,1.183222002600146,,,
norm,398,0.91278,2.207770986779875,2.236990612570121,0.89695,,5e-05
cqr,398,0.920515,2.1516610660302025,0.12107250899272248,0.8965327600429968,0.0,
abs,399,0.913135,2.4333393741615197,1.2166696870807598,,,
norm,399,0.90244,2.1331436070150382,2.161375546979403,0.886525,,5e-05
cqr,399,0.90747,2.068995855066901,0.07973990351107207,0.8876084293677974,0.0,
abs,400,0.905305,2.3501272504658393,1.1750636252329199,,,
norm,400,0.88506,2.02182288586133,2.0485815073364626,0.868525,,5e-05
cqr,400,0.896925,2.0134874506855542,0.05198570132039837,0.8814338924580657,0.0,
abs,401,0.91265,2.427735257657437,1.213867628828718,,,
norm,401,0.91141,2.1982398825812126,2.2273333651710447,0.89535,,5e-05
cqr,401,0.922295,2.163847912697909,0.12716593232657591,0.8977826663000275,0.0,
abs,402,0.911145,2.4129866931897936,1.206493346594896,,,
norm,402,0.89873,2.1072751512493206,2.1351647248170926,0.882975,,5e-05
cqr,402,0.90818,2.0733069379207714,0.08189544493800727,0.8881083918706097,0.0,
abs,403,0.909665,2.3958514532817996,1.1979257266408991,,,
norm,403,0.9113,2.1974710204171597,2.226554327193988,0.895325,,5e-05
cqr,403,0.902755,2.0429984194320134,0.06674118569362841,0.884783641226908,0.0,
abs,404,0.908225,2.3814582304669965,1.190729115233498,,,
norm,404,0.899365,2.111659965318345,2.1396075714569878,0.88355,,5e-05
cqr,404,0.906575,2.0641196851888783,0.07730181857206053,0.8869584781141414,0.0,
abs,405,0.905735,2.3543344321362123,1.1771672160681055,,,
norm,405,0.910105,2.187285628604958,2.21623413275096,0.89435,,5e-05
cqr,405,0.905815,2.05998136465536,0.07523265830530179,0.8866085043621729,0.0,
abs,406,0.915395,2.456050773310187,1.228025386655093,,,
norm,406,0.907365,2.167197853905767,2.195880498384628,0.8917,,5e-05
cqr,406,0.91369,2.105848972862437,0.09816646240884008,0.8914581406394521,0.0,
abs,407,0.882265,2.145157451891315,1.0725787259456583,,,
norm,407,0.892,2.063238352942751,2.0905451039373384,0.87595,,5e-05
cqr,407,0.8838,1.9515855922205105,0.02103477208787663,0.8726154461584619,0.0,
abs,408,0.90728,2.371602993734269,1.1858014968671338,,,
norm,408,0.900455,2.1200391977396964,2.148097702172242,0.884925,,5e-05
cqr,408,0.890735,1.9837007106890192,0.03709233132213097,0.878034147438942,0.0,
abs,409,0.90429,2.340331789511374,1.1701658947556866,,,
norm,409,0.89694,2.0955882335787503,2.123323131972774,0.88085,,5e-05
cqr,409,0.89412,1.9995517344154317,0.04501784318533719,0.8799590030747694,0.0,
abs,410,0.898885,2.2907580237919594,1.1453790118959801,,,
norm,410,0.887965,2.038556825298777,2.0655369187704564,0.8716,,5e-05
cqr,410,0.890785,1.9839695880284645,0.03722676999185359,0.8780658549391205,0.0,
abs,411,0.902635,2.325042685188331,1.1625213425941656,,,
norm,411,0.901865,2.129386783910608,2.157569002701024,0.88615,,5e-05
cqr,411,0.91022,2.0854869467990613,0.08798544937715236,0.8895332850036247,0.0,
abs,412,0.897895,2.2819097795766345,1.1409548897883164,,,
norm,412,0.88703,2.032273207882712,2.0591701383132035,0.87065,,5e-05
cqr,412,0.897875,2.017811441011652,0.054147696483447416,0.8820338474614404,0.0,
abs,413,0.90588,2.3558838805070157,1.1779419402535085,,,
norm,413,0.899895,2.1160387191359353,2.1440442776386344,0.884225,,5e-05
cqr,413,0.903035,2.044676864695598,0.06758040832542056,0.8849336299777517,0.0,
abs,414,0.894175,2.248977480108153,1.124488740054077,,,
norm,414,0.893275,2.0710068266498065,2.098416392608464,0.877225,,5e-05
cqr,414,0.889655,1.9781872534574207,0.03433560270633196,0.877065779933495,0.0,
abs,415,0.89723,2.2758600926061163,1.1379300463030584,,,
norm,415,0.90248,2.1335605996464087,2.1617980584660894,0.886575,,5e-05
cqr,415,0.90791,2.071548108410205,0.08101603018272407,0.8879084068694848,0.0,
abs,416,0.889685,2.2085004707124365,1.104250235356218,,,
norm,416,0.901625,2.127967385527744,2.1561308187240735,0.88595,,5e-05
cqr,416,0.904105,2.0510182598970483,0.07075110592614553,0.8857085718571107,0.0,
abs,417,0.92597,2.587692373406446,1.2938461867032225,,,
norm,417,0.919535,2.262513013829756,2.2924571448132385,0.90445,,5e-05
cqr,417,0.924405,2.1787834813880287,0.13463371667163582,0.899432542559308,0.0,
abs,418,0.886825,2.1842139152498965,1.092106957624948,,,
norm,418,0.904675,2.1477264327649817,2.1761513749537302,0.888975,,5e-05
cqr,418,0.898385,2.020231987921815,0.05535796993852904,0.8823588230882684,0.0,
abs,419,0.91246,2.425525260356686,1.212762630178343,,,
norm,419,0.910975,2.194697943949546,2.2237445493397012,0.8951,,5e-05
cqr,419,0.909615,2.081838374150545,0.08616116305289379,0.8890333225008125,0.0,
abs,420,0.88774,2.1921840257295098,1.0960920128647544,,,
norm,420,0.8912,2.0578543345036397,2.0850898285585435,0.87515,,5e-05
cqr,420,0.896425,2.010713220784126,0.050598586369684395,0.8811589130815188,0.0,
abs,421,0.900545,2.3068078054339427,1.153403902716972,,,
norm,421,0.887055,2.03239925579264,2.059297854454475,0.87065,,5e-05
cqr,421,0.8865,1.9633290968609989,0.026906524408121024,0.8746155961697127,0.0,
abs,422,0.898805,2.2899315006944985,1.1449657503472486,,,
norm,422,0.89861,2.1062221904497305,2.134097828187781,0.8827,,5e-05
cqr,422,0.897245,2.0149637423014632,0.052723847128352874,0.8815838812089093,0.0,
abs,423,0.907155,2.370387552973968,1.1851937764869842,,,
norm,423,0.912815,2.2079078476867613,2.237129284817273,0.896975,,5e-05
cqr,423,0.90624,2.062282890243741,0.07638342109949203,0.8868334874884384,0.0,
abs,424,0.901825,2.318494024653413,1.159247012326707,,,
norm,424,0.90939,2.1815301539905376,2.210402485011933,0.8937,,5e-05
cqr,424,0.907325,2.0682424279378973,0.07936318994656999,0.8875334349923756,0.0,
abs,425,0.88892,2.2024292983519724,1.1012146491759855,,,
norm,425,0.89589,2.088379917050945,2.1160194141045303,0.879875,,5e-05
cqr,425,0.900425,2.030400365408863,0.06044215868205305,0.8836837237207209,0.0,
abs,426,0.90087,2.3095312525492346,1.1547656262746175,,,
norm,426,0.89861,2.1061900741870545,2.1340652868696157,0.8827,,5e-05
cqr,426,0.88584,1.9604393338000201,0.02546164287763142,0.8742655699177438,0.0,
abs,427,0.89701,2.2738235088612866,1.1369117544306435,,,
norm,427,0.89764,2.1004032461858326,2.128201870784883,0.881525,,5e-05
cqr,427,0.901045,2.0336373115829556,0.062060631769099484,0.8839837012224083,0.0,
abs,428,0.89007,2.2123667919545364,1.106183395977268,,,
norm,428,0.88828,2.0403769671908827,2.067381150056476,0.871875,,5e-05
cqr,428,0.885885,1.9607429820740636,0.02561346701465328,0.8742905717928845,0.0,
abs,429,0.90087,2.3095356781737024,1.1547678390868517,,,
norm,429,0.894655,2.080052346977298,2.10758162948293,0.878775,,5e-05
cqr,429,0.90064,2.0313347804941797,0.06090936622471155,0.8838587105967053,0.0,
abs,430,0.90363,2.334107342779342,1.1670536713896718,,,
norm,430,0.891105,2.057290131214777,2.084518158096197,0.8751,,5e-05
cqr,430,0.888135,1.971013968646925,0.030748960301084205,0.875965697427307,0.0,
abs,431,0.917485,2.4800177389206373,1.2400088694603189,,,
norm,431,0.919485,2.26181495312544,2.2917498453460787,0.9044,,5e-05
cqr,431,0.9169,2.127031651757586,0.10875780185641437,0.8937329700272479,0.0,
abs,432,0.89637,2.268469600272567,1.134234800136283,,,
norm,432,0.898935,2.108687160322771,2.1365954216878666,0.883175,,5e-05
cqr,432,0.898195,2.0192006611925377,0.05484230657389058,0.8822588305877059,0.0,
abs,433,0.89182,2.2285012623469242,1.1142506311734623,,,
norm,433,0.90493,2.1493461331822314,2.17779251194224,0.88925,,5e-05
cqr,433,0.89037,1.9816542202129523,0.03606908608409798,0.8775658174363077,0.0,
abs,434,0.90287,2.32752355386392,1.1637617769319604,,,
norm,434,0.905065,2.1504133327295896,2.178873835767707,0.8893,,5e-05
cqr,434,0.91378,2.1064045708907897,0.09844426142301638,0.8914831387645926,0.0,
abs,435,0.90677,2.3658309657684047,1.1829154828842028,,,
norm,435,0.90895,2.1783777354153977,2.2072083444956814,0.893375,,5e-05
cqr,435,0.912185,2.0968540359182377,0.09366899393674055,0.8905332100092493,0.0,
abs,436,0.897645,2.2796851557790894,1.1398425778895447,,,
norm,436,0.898335,2.1043034566495606,2.1321537001397615,0.8824,,5e-05
cqr,436,0.90067,2.031480239496441,0.06098209572584179,0.8838587105967053,0.0,
abs,437,0.92115,2.523730655623091,1.2618653278115457,,,
norm,437,0.899385,2.1119565129939253,2.139908043911072,0.883575,,5e-05
cqr,437,0.901255,2.034783786839458,0.0626338693973506,0.8840836937229708,0.0,
abs,438,0.88998,2.2114364349749276,1.1057182174874636,,,
norm,438,0.873205,1.9530828299855933,1.9789316837712712,0.8568,,5e-05
cqr,438,0.888765,1.9739063768278529,0.032195164391548015,0.8764407330549792,0.0,
abs,439,0.904995,2.3472241841517554,1.173612092075877,,,
norm,439,0.89623,2.091040730292639,2.118715442940453,0.8802,,5e-05
cqr,439,0.897645,2.0168393519692813,0.053661651962262136,0.8818838587105967,0.0,
abs,440,0.898075,2.2836488738134055,1.1418244369067032,,,
norm,440,0.90968,2.1837000824066655,2.2126011322112547,0.8939,,5e-05
cqr,440,0.915795,2.1193139130087886,0.10489893248201598,0.8928580356473265,0.0,
abs,441,0.90097,2.3104328084924783,1.1552164042462387,,,
norm,441,0.904415,2.146223500800832,2.1746285518369906,0.8886,,5e-05
cqr,441,0.89259,1.9921543407822329,0.04131914636873801,0.8790590705697072,0.0,
abs,442,0.91116,2.4132192024656707,1.2066096012328358,,,
norm,442,0.890235,2.0521768948627206,2.079337248578003,0.874,,5e-05
cqr,442,0.898225,2.019378519983155,0.05493123596919902,0.8823088268379872,0.0,
abs,443,0.907655,2.3751508754913737,1.1875754377456875,,,
norm,443,0.914165,2.2188069255717804,2.2481726108961335,0.898875,,5e-05
cqr,443,0.90818,2.0732426969335656,0.08186332444440447,0.8881083918706097,0.0,
abs,444,0.91917,2.499682334555855,1.2498411672779266,,,
norm,444,0.90658,2.1611290538509054,2.189731378374635,0.890625,,5e-05
cqr,444,0.91396,2.107592678431546,0.09903831519339412,0.8916081293902958,0.0,
abs,445,0.898715,2.28930112638897,1.1446505631944848,,,
norm,445,0.90684,2.1629771998187155,2.19160398436747,0.8911,,5e-05
cqr,445,0.91276,2.1004355604652845,0.0954597562102637,0.8909331800114991,0.0,
abs,446,0.90278,2.3265883711088264,1.1632941855544126,,,
norm,446,0.895825,2.087726137749487,2.115356982100119,0.879875,,5e-05
cqr,446,0.90297,2.044426710826642,0.06745533139094251,0.884908631852611,0.0,
abs,447,0.907535,2.3742492659604433,1.1871246329802212,,,
norm,447,0.89466,2.080071551891765,2.1076010885724976,0.878775,,5e-05
cqr,447,0.91105,2.090318174985345,0.09040106347029409,0.8898582606304527,0.0,
abs,448,0.904485,2.3423445392460227,1.171172269623012,,,
norm,448,0.899875,2.1158326737983986,2.143835505311887,0.884225,,5e-05
cqr,448,0.905335,2.057606336788279,0.07404514437176121,0.8863085268604854,0.0,
abs,449,0.91091,2.4105568021931933,1.2052784010965971,,,
norm,449,0.886695,2.0306706936061416,2.057546414922207,0.87035,,5e-05
cqr,449,0.90215,2.0394972759403784,0.06499061394781047,0.8844836637252206,0.0,
abs,450,0.898845,2.2903082620993445,1.145154131049672,,,
norm,450,0.902765,2.1352105443915215,2.1634698400630827,0.88675,,5e-05
cqr,450,0.900985,2.033374995312812,0.06192947363402776,0.8839837012224083,0.0,
abs,451,0.90143,2.314766398281946,1.1573831991409729,,,
norm,451,0.908715,2.1766001989328214,2.2054072824974775,0.89315,,5e-05
cqr,451,0.899105,2.023992937773956,0.05723844486459928,0.8829337799665025,0.0,
abs,452,0.89075,2.218857251165628,1.109428625582814,,,
norm,452,0.910085,2.1870940446198626,2.216040013171192,0.89435,,5e-05
cqr,452,0.90301,2.0446065655393633,0.06754525874730266,0.884908631852611,0.0,
abs,453,0.900035,2.3019609346632706,1.1509804673316353,,,
norm,453,0.90739,2.1673513079020426,2.196035983329029,0.89175,,5e-05
cqr,453,0.900805,2.03239856217049,0.06144125706286646,0.8839087068469865,0.0,
abs,454,0.88134,2.138650170026835,1.0693250850134168,,,
norm,454,0.89821,2.103692059860093,2.1315342115756026,0.8822,,5e-05
cqr,454,0.8938,1.9979218002568,0.04420287610602136,0.8798090143239257,0.0,
abs,455,0.921495,2.527899122352755,1.2639495611763771,,,
norm,455,0.90854,2.1749607091053753,2.2037460941879288,0.892975,,5e-05
cqr,455,0.910245,2.0856234308025527,0.08805369137889829,0.8895332850036247,0.0,
abs,456,0.900645,2.3079721506558144,1.1539860753279076,,,
norm,456,0.89721,2.097230118088843,2.124986746658353,0.88115,,5e-05
cqr,456,0.89435,2.0005492962532916,0.045516624104267045,0.8802339824513161,0.0,
abs,457,0.90008,2.3025505723848667,1.1512752861924327,,,
norm,457,0.91704,2.242027540579814,2.2717005483960455,0.9019,,5e-05
cqr,457,0.9008,2.0323846190071486,0.06143428548119567,0.8839087068469865,0.0,
abs,458,0.906885,2.366954179667857,1.183477089833928,,,
norm,458,0.90083,2.122144117199309,2.150230480028081,0.885275,,5e-05
cqr,458,0.90696,2.066419972618608,0.07845196228692575,0.8872584556158288,0.0,
abs,459,0.906875,2.366897326237442,1.183448663118721,,,
norm,459,0.91305,2.209779681290084,2.2390258919490815,0.897375,,5e-05
cqr,459,0.90315,2.0453142526703183,0.0678991023127804,0.8850086243531735,0.0,
abs,460,0.907045,2.368973755129571,1.184486877564785,,,
norm,460,0.90528,2.152135187290225,2.1806184788993614,0.88945,,5e-05
cqr,460,0.91612,2.121733577106748,0.1061087645309956,0.8929830262730295,0.0,
abs,461,0.906485,2.3630363098652576,1.1815181549326284,,,
norm,461,0.90191,2.1295689520728907,2.1577535818405167,0.88615,,5e-05
cqr,461,0.916825,2.1264847268119027,0.10848433938357283,0.8936329775266855,0.0,
abs,462,0.909875,2.398404069954367,1.1992020349771835,,,
norm,462,0.887845,2.037655012205163,2.064623170271727,0.871525,,5e-05
cqr,462,0.901455,2.035719469722718,0.06310171083898053,0.8841086918481114,0.0,
abs,463,0.90773,2.3762186125353093,1.188109306267654,,,
norm,463,0.892375,2.0656661975418427,2.0930050808142275,0.87635,,5e-05
cqr,463,0.89822,2.0193561863116973,0.05492006913347014,0.8823088268379872,0.0,
abs,464,0.90049,2.306239626459769,1.1531198132298843,,,
norm,464,0.90014,2.1177903192805725,2.145819060034087,0.884525,,5e-05
cqr,464,0.89049,1.9823892543594286,0.03643660315733621,0.8777908343125734,0.0,
abs,465,0.88588,2.1758375112076798,1.0879187556038399,,,
norm,465,0.87915,1.9858067506233423,2.0120887021900624,0.863,,5e-05
cqr,465,0.890485,1.9823192931179723,0.036401622536607614,0.8777908343125734,0.0,
abs,466,0.892995,2.2390718414378408,1.1195359207189197,,,
norm,466,0.89576,2.0874154542247827,2.1150421867103777,0.879825,,5e-05
cqr,466,0.905155,2.056706513772636,0.07359523286393965,0.8861335399845012,0.0,
abs,467,0.906815,2.366373915476063,1.183186957738032,,,
norm,467,0.90973,2.184291011126084,2.2131998818125282,0.893975,,5e-05
cqr,467,0.913445,2.104611637042775,0.0975477944990093,0.8913581481388896,0.0,
abs,468,0.891545,2.2253760521144272,1.1126880260572143,,,
norm,468,0.88967,2.0486156468812005,2.0757288678395116,0.8734,,5e-05
cqr,468,0.88894,1.9745944835710494,0.03253921776314628,0.8765657424306823,0.0,
abs,469,0.889035,2.203378319874012,1.1016891599370058,,,
norm,469,0.893855,2.07459110982913,2.102048113413272,0.877775,,5e-05
cqr,469,0.887905,1.9697513922064982,0.03011767208087046,0.8758156861764632,0.0,
abs,470,0.89677,2.2713611523291752,1.1356805761645874,,,
norm,470,0.90579,2.1552037538193596,2.183727657596257,0.8899,,5e-05
cqr,470,0.885235,1.9577035536989509,0.02409375282709686,0.8738905417906343,0.0,
abs,471,0.905175,2.348723271675901,1.174361635837951,,,
norm,471,0.90675,2.162461906882618,2.191081871581462,0.890975,,5e-05
cqr,471,0.90936,2.08039329106245,0.08543862150884635,0.8887833412494063,0.0,
abs,472,0.89101,2.2207202835930224,1.1103601417965112,,,
norm,472,0.89888,2.108305708810405,2.136208921703302,0.8831,,5e-05
cqr,472,0.901705,2.037266163860702,0.06387505790797232,0.8842586805989551,0.0,
abs,473,0.88948,2.2066621091114573,1.103331054555729,,,
norm,473,0.89142,2.0595158834996177,2.0867733679874902,0.875275,,5e-05
cqr,473,0.899215,2.0245504924346314,0.057517222194937545,0.8829837762167837,0.0,
abs,474,0.87372,2.0791791899775514,1.0395895949887755,,,
norm,474,0.884575,2.018467109268439,2.045181317379656,0.868175,,5e-05
cqr,474,0.884115,1.9531458155686572,0.021814883761950316,0.8728904667850089,0.0,
abs,475,0.897625,2.2794461824010672,1.1397230912005338,,,
norm,475,0.89589,2.0884049900084287,2.116044818900071,0.879875,,5e-05
cqr,475,0.890575,1.9827568874475037,0.036620419701373474,0.8778658399379954,0.0,
abs,476,0.89448,2.251556877132915,1.125778438566458,,,
norm,476,0.895475,2.085296530629445,2.1128952193754915,0.8795,,5e-05
cqr,476,0.880985,1.9395681703400982,0.015026061147670688,0.8704652848963672,0.0,
abs,477,0.902115,2.3204044048017,1.1602022024008503,,,
norm,477,0.904095,2.144542167470928,2.1729249662304593,0.8884,,5e-05
cqr,477,0.900335,2.0300134116978663,0.06024868182655463,0.8835837312201585,0.0,
abs,478,0.9116,2.4172866866671026,1.208643343333551,,,
norm,478,0.88954,2.048053128428157,2.0751589045116163,0.873275,,5e-05
cqr,478,0.913825,2.1067760896049217,0.0986300207800822,0.8915081368897333,0.0,
abs,479,0.887795,2.1925270161856054,1.0962635080928027,,,
norm,479,0.898985,2.1089538957609246,2.1368656873425764,0.883225,,5e-05
cqr,479,0.89191,1.9890561753788392,0.03977006366704128,0.8786341024423169,0.0,
abs,480,0.898865,2.290568725983407,1.1452843629917038,,,
norm,480,0.89692,2.0953701527191737,2.1231021648350707,0.8808,,5e-05
cqr,480,0.90103,2.0335923247884957,0.06203813837186889,0.8839837012224083,0.0,
abs,481,0.89046,2.2158800560377827,1.1079400280188916,,,
norm,481,0.89047,2.0537374813139793,2.0809184892331585,0.8743,,5e-05
cqr,481,0.89839,2.020277610644129,0.05538078129968593,0.8823588230882684,0.0,
abs,482,0.900185,2.3037769240851205,1.1518884620425596,,,
norm,482,0.88742,2.0347508205070954,2.0616805418901683,0.871075,,5e-05
cqr,482,0.89352,1.9966648102848186,0.04357438112003065,0.8795090368222384,0.0,
abs,483,0.903155,2.330298992923156,1.1651494964615785,,,
norm,483,0.907755,2.169604297611292,2.1983187911292883,0.892125,,5e-05
cqr,483,0.91761,2.1314364593369213,0.11096020564608233,0.8942829287803414,0.0,
abs,484,0.906755,2.3656569194009816,1.1828284597004903,,,
norm,484,0.89743,2.0988846984056795,2.126663225178394,0.881375,,5e-05
cqr,484,0.90932,2.0802659575848383,0.08537495477004076,0.8887583431242657,0.0,
abs,485,0.899905,2.3006190204614416,1.1503095102307213,,,
norm,485,0.90736,2.1670888707789904,2.1957700728771874,0.8917,,5e-05
cqr,485,0.90802,2.072144283612138,0.08131411778369069,0.8880583956203285,0.0,
abs,486,0.902715,2.3258211735788823,1.1629105867894416,,,
norm,486,0.897455,2.0991004625253473,2.126881844914371,0.881425,,5e-05
cqr,486,0.900285,2.0297418742361937,0.06011291309571809,0.8835837312201585,0.0,
abs,487,0.90191,2.3190457251040115,1.1595228625520049,,,
norm,487,0.910635,2.192262466123756,2.221276838211129,0.8949,,5e-05
cqr,487,0.918595,2.137747974882823,0.1141159634190328,0.8951328650351223,0.0,
abs,488,0.90429,2.340424830650546,1.1702124153252726,,,
norm,488,0.894795,2.0810746679575995,2.108617480778042,0.8789,,5e-05
cqr,488,0.901925,2.0383025882261543,0.06439327009069862,0.8843586730995175,0.0,
abs,489,0.89103,2.22086739002022,1.1104336950101101,,,
norm,489,0.8808,1.9951937486932498,2.02159993623034,0.8645,,5e-05
cqr,489,0.89943,2.0256427229444545,0.058063337449848706,0.8830587705922056,0.0,
abs,490,0.88636,2.1800736249012207,1.0900368124506108,,,
norm,490,0.902615,2.1342097983147506,2.162455849213168,0.886625,,5e-05
cqr,490,0.915825,2.119561821476685,0.10502288671596416,0.8928580356473265,0.0,
abs,491,0.892835,2.2376757204665907,1.1188378602332956,,,
norm,491,0.90271,2.134686598481441,2.1629389597818576,0.8867,,5e-05
cqr,491,0.88324,1.9486795205453475,0.019581736250295467,0.8721404105307898,0.0,
abs,492,0.910495,2.4057750545380405,1.202887527269021,,,
norm,492,0.891775,2.0616663403475606,2.0889522859143907,0.875725,,5e-05
cqr,492,0.887665,1.9685558055686159,0.02951987876192952,0.8756156711753381,0.0,
abs,493,0.8957,2.262341504574906,1.1311707522874537,,,
norm,493,0.90481,2.148808294267218,2.1772475547835652,0.889175,,5e-05
cqr,493,0.900725,2.031861558522474,0.06117275523885857,0.8839087068469865,0.0,
abs,494,0.882715,2.1487799305484643,1.074389965274232,,,
norm,494,0.88865,2.0422939033645937,2.0693234566866314,0.872275,,5e-05
cqr,494,0.892405,1.9913606031518631,0.04092227755355288,0.8789590780691449,0.0,
abs,495,0.907,2.3682210574517173,1.1841105287258582,,,
norm,495,0.90271,2.1346361386352575,2.162887832104711,0.8867,,5e-05
cqr,495,0.90008,2.0287566376945017,0.0596202948248723,0.8834087443441742,0.0,
abs,496,0.89188,2.2291655723468526,1.1145827861734268,,,
norm,496,0.904785,2.148617950485004,2.1770546918206377,0.88915,,5e-05
cqr,496,0.900035,2.0285372692536576,0.0595106106044504,0.8834087443441742,0.0,
abs,497,0.909165,2.3902254727103345,1.1951127363551675,,,
norm,497,0.9095,2.182327885491707,2.2112107744088654,0.89375,,5e-05
cqr,497,0.906345,2.062769467726401,0.0766267098408222,0.8869084818638602,0.0,
abs,498,0.91402,2.4421936041294874,1.221096802064744,,,
norm,498,0.909735,2.184366659264147,2.21327653114605,0.894,,5e-05
cqr,498,0.90932,2.080256738615625,0.08537034528543398,0.8887583431242657,0.0,
abs,499,0.90747,2.373717783592129,1.1868588917960652,,,
norm,499,0.88505,2.0217418654110197,2.0484994145886843,0.8685,,5e-05
cqr,499,0.89111,1.9855329721085209,0.03800846203188191,0.8782841286903482,0.0,
