model,trial,coverage,width
constant,752,0.897725,2.9355317501242686
ridge,752,0.908655,2.246669901442357
rf,752,0.917995,1.8826165503037193
gbm,752,0.913945,1.8426920781607696
mlp,752,0.926905,2.006886267033268
constant,753,0.92804,3.1731738627551653
ridge,753,0.89163,2.142671888203817
rf,753,0.90769,1.8233405009873755
gbm,753,0.906395,1.8010475012914673
mlp,753,0.919425,1.9553082701370856
constant,754,0.889975,2.883972186153319
ridge,754,0.8858,2.110462182762236
rf,754,0.912735,1.8521356749332099
gbm,754,0.89819,1.7578448137388591
mlp,754,0.9113,1.9048982776633356
constant,755,0.934335,3.233104883003442
ridge,755,0.92394,2.352433275422679
rf,755,0.91971,1.8930924866033372
gbm,755,0.91869,1.8721564261227575
mlp,755,0.90227,1.8525785704945796
constant,756,0.885905,2.8583873499862387
ridge,756,0.891295,2.140575195027372
rf,756,0.89744,1.766536626385596
gbm,756,0.884835,1.691399996742323
mlp,756,0.895505,1.8151042203705596
constant,757,0.906215,2.997198388305356
ridge,757,0.909915,2.2550135934981217
rf,757,0.912495,1.8508216768207881
gbm,757,0.91377,1.8414631066216827
mlp,757,0.920405,1.9619760478447923
constant,758,0.908505,3.0144595621914316
ridge,758,0.900865,2.1978148959976322
rf,758,0.898605,1.7722899210436318
gbm,758,0.90034,1.7680065889280858
mlp,758,0.915405,1.9298072174238323
constant,759,0.903615,2.978665550515542
ridge,759,0.89267,2.1488673220187255
rf,759,0.900685,1.7837962947716277
gbm,759,0.895455,1.7437150966884138
mlp,759,0.88928,1.7822377256084574
constant,760,0.903385,2.9763437224068596
ridge,760,0.909395,2.2510860685830196
rf,760,0.883185,1.6973026713945936
gbm,760,0.867415,1.614198763143878
mlp,760,0.90553,1.8707260230439602
constant,761,0.89412,2.9115176922162602
ridge,761,0.87182,2.0369978708985648
rf,761,0.87101,1.643896885983009
gbm,761,0.882025,1.6768858798990725
mlp,761,0.87685,1.7220844796318135
constant,762,0.8753,2.793108772462107
ridge,762,0.893125,2.151262611395381
rf,762,0.907845,1.8241434638624399
gbm,762,0.90719,1.8056426868194175
mlp,762,0.889715,1.7842718481495479
constant,763,0.908635,3.0155195361634624
ridge,763,0.903715,2.2146896179508975
rf,763,0.895105,1.755017611406431
gbm,763,0.894105,1.7371594706615203
mlp,763,0.888395,1.778017954042788
constant,764,0.90165,2.96391203493853
ridge,764,0.90909,2.2493945418766788
rf,764,0.913065,1.8539689867375975
gbm,764,0.91311,1.8377086185035711
mlp,764,0.912105,1.909773384717256
constant,765,0.90705,3.0032145007550315
ridge,765,0.8981,2.180583021751609
rf,765,0.90996,1.8362460094475406
gbm,765,0.9148,1.8482292327692664
mlp,765,0.91432,1.9230441736472308
constant,766,0.87749,2.8059547458248018
ridge,766,0.905235,2.2242821506681745
rf,766,0.92523,1.9273082991799133
gbm,766,0.926445,1.9211792182548533
mlp,766,0.90867,1.8892210011691422
constant,767,0.925985,3.1562547443948343
ridge,767,0.90679,2.23427799015323
rf,767,0.89992,1.7799060476877513
gbm,767,0.896775,1.7503183278602692
mlp,767,0.897235,1.8244877448494297
constant,768,0.89059,2.8882285842234445
ridge,768,0.900495,2.195772677499831
rf,768,0.899695,1.7783950758761307
gbm,768,0.884775,1.6910901363574435
mlp,768,0.908155,1.8860389147495502
constant,769,0.88391,2.845735656611409
ridge,769,0.90775,2.2410578726929
rf,769,0.90769,1.8232717734209043
gbm,769,0.909,1.8152246959016742
mlp,769,0.89248,1.7991073383246041
constant,770,0.9077,3.0073320603272107
ridge,770,0.921235,2.333257250065471
rf,770,0.922805,1.9123185841072305
gbm,770,0.91519,1.85086838123833
mlp,770,0.911185,1.9039544140872957
constant,771,0.881385,2.830074865927825
ridge,771,0.88184,2.0887982251600405
rf,771,0.88073,1.6862885296804215
gbm,771,0.902045,1.776833677577779
mlp,771,0.903185,1.8578247903125087
constant,772,0.89223,2.8982467355073407
ridge,772,0.895355,2.1643575547577902
rf,772,0.888325,1.7211789208956134
gbm,772,0.894055,1.736770288239104
mlp,772,0.91261,1.913005056251058
constant,773,0.88645,2.8611111756128795
ridge,773,0.87002,2.028701312556142
rf,773,0.856835,1.5845695988443234
gbm,773,0.866435,1.6099933710092875
mlp,773,0.862125,1.6565188658786263
constant,774,0.89878,2.942594955668688
ridge,774,0.891325,2.1408896662374337
rf,774,0.900185,1.7810763354090065
gbm,774,0.90718,1.8055599429588371
mlp,774,0.892205,1.7977153586099957
constant,775,0.933735,3.2267750719205646
ridge,775,0.920405,2.3271107439880274
rf,775,0.9238,1.9181821225368116
gbm,775,0.91969,1.8780493647428538
mlp,775,0.92003,1.9595141058029402
constant,776,0.89139,2.893346128360406
ridge,776,0.912525,2.2727667222779337
rf,776,0.904675,1.8061557165079196
gbm,776,0.90355,1.7845291013846487
mlp,776,0.9148,1.9261290531487212
constant,777,0.874745,2.7894112244893607
ridge,777,0.893785,2.1556176403848077
rf,777,0.881665,1.690709930772396
gbm,777,0.883965,1.6866644018351176
mlp,777,0.89095,1.7907768521775445
constant,778,0.909025,3.0188786165370374
ridge,778,0.893975,2.156632453825339
rf,778,0.90524,1.809054337099565
gbm,778,0.899545,1.7639490722026712
mlp,778,0.90915,1.8922346272162942
constant,779,0.898905,2.943627917862372
ridge,779,0.910205,2.2570083256565265
rf,779,0.90204,1.7914357793273463
gbm,779,0.90581,1.796913764425069
mlp,779,0.91961,1.9564901604371285
constant,780,0.899815,2.950912919168452
ridge,780,0.892765,2.1494230993231063
rf,780,0.8884,1.7215277245850804
gbm,780,0.90332,1.7832636851434738
mlp,780,0.89709,1.823403265897738
constant,781,0.908165,3.011726830959198
ridge,781,0.920315,2.3264875090031287
rf,781,0.92381,1.9182432117665034
gbm,781,0.92755,1.9287311350776921
mlp,781,0.90781,1.8840547066934894
constant,782,0.8811,2.8279852470708295
ridge,782,0.907075,2.2365478178655813
rf,782,0.884475,1.703540773937862
gbm,782,0.88761,1.7046864824842844
mlp,782,0.902635,1.854877562290719
constant,783,0.887095,2.8655378779550027
ridge,783,0.88797,2.1223544298824546
rf,783,0.8786,1.6766667087995941
gbm,783,0.882115,1.6776448173228495
mlp,783,0.89278,1.8004519054824635
constant,784,0.879935,2.8201063230854593
ridge,784,0.90191,2.204325533762735
rf,784,0.88058,1.6855276626618434
gbm,784,0.87789,1.659111617840164
mlp,784,0.886025,1.766900157226864
constant,785,0.89656,2.9274547128072754
ridge,785,0.89609,2.168605063064688
rf,785,0.89575,1.758257609701047
gbm,785,0.90091,1.7707125248033515
mlp,785,0.88618,1.767768123156901
constant,786,0.89681,2.9290683476557637
ridge,786,0.904695,2.2208957372640015
rf,786,0.89965,1.7780967010439546
gbm,786,0.90801,1.8100344446524104
mlp,786,0.900705,1.8434100823779194
constant,787,0.89656,2.927474901409287
ridge,787,0.86663,2.011412245510602
rf,787,0.90362,1.8002397124646778
gbm,787,0.88484,1.691477358956701
mlp,787,0.887335,1.772798198412906
constant,788,0.90596,2.9950905057882844
ridge,788,0.90924,2.250156430261452
rf,788,0.911075,1.8426850874169558
gbm,788,0.89115,1.7217415519508577
mlp,788,0.906325,1.875351802458951
constant,789,0.87283,2.7775948740379617
ridge,789,0.909355,2.2507471432159196
rf,789,0.917315,1.8784928486909642
gbm,789,0.90108,1.7716717994880848
mlp,789,0.905855,1.872548178744662
constant,790,0.903265,2.9755784484759555
ridge,790,0.878935,2.0733052415974527
rf,790,0.89897,1.7742560457125252
gbm,790,0.882965,1.6818868926539337
mlp,790,0.896475,1.8200645998443206
constant,791,0.91713,3.0836271011818983
ridge,791,0.91345,2.279119666076803
rf,791,0.890585,1.7328097808236764
gbm,791,0.90894,1.8148920181613781
mlp,791,0.89992,1.8393416804521414
constant,792,0.891905,2.8959077070813874
ridge,792,0.883595,2.098497973695646
rf,792,0.88758,1.7176942431156745
gbm,792,0.90445,1.7890333236957796
mlp,792,0.87608,1.7185282747913837
constant,793,0.91742,3.085538686778297
ridge,793,0.895125,2.163057600969115
rf,793,0.905425,1.8099525495837736
gbm,793,0.91735,1.8640247847514688
mlp,793,0.883875,1.7558165826203789
constant,794,0.910205,3.0281492730969406
ridge,794,0.874895,2.0524661898308043
rf,794,0.88637,1.7121435402472929
gbm,794,0.878295,1.6611281918206322
mlp,794,0.879995,1.7365976509147028
constant,795,0.89868,2.94189458570934
ridge,795,0.86963,2.0267661541764688
rf,795,0.882645,1.6951188379799584
gbm,795,0.88167,1.6754548604618837
mlp,795,0.881975,1.745896196457179
constant,796,0.91418,3.059103546860695
ridge,796,0.90507,2.222961281112732
rf,796,0.90162,1.788447203218309
gbm,796,0.891425,1.7233496574520113
mlp,796,0.915275,1.9289424655355647
constant,797,0.9124,3.044931552621656
ridge,797,0.9216,2.3354760407341897
rf,797,0.90713,1.8200438362981168
gbm,797,0.902445,1.778763547653379
mlp,797,0.91287,1.9148479647377148
constant,798,0.89084,2.889879708501754
ridge,798,0.908815,2.2476516420280004
rf,798,0.90765,1.8230280415627909
gbm,798,0.91308,1.837438686854604
mlp,798,0.88009,1.7370213680789424
constant,799,0.902755,2.972307958324876
ridge,799,0.906665,2.23331280746047
rf,799,0.899855,1.7794283444548427
gbm,799,0.891725,1.7251204192879095
mlp,799,0.91153,1.9063844730436588
constant,800,0.89669,2.9283862818277813
ridge,800,0.917995,2.3108134442567883
rf,800,0.9296,1.9564927021058902
gbm,800,0.922885,1.8983240539810227
mlp,800,0.917455,1.9426535797594757
constant,801,0.92433,3.142565060852739
ridge,801,0.90802,2.242563630520008
rf,801,0.91986,1.8938107835278815
gbm,801,0.91735,1.864085364718778
mlp,801,0.89845,1.8311532636036927
constant,802,0.92433,3.1424737658419986
ridge,802,0.910515,2.259082721395943
rf,802,0.922895,1.9128707683038872
gbm,802,0.914115,1.843786005685458
mlp,802,0.91488,1.926606764379653
constant,803,0.916415,3.0771456698672646
ridge,803,0.909835,2.254528338842172
rf,803,0.90476,1.806562734206044
gbm,803,0.909945,1.820049411668247
mlp,803,0.897155,1.8238907346265332
constant,804,0.873555,2.7820910640704968
ridge,804,0.87614,2.058960310373419
rf,804,0.89457,1.752333517831158
gbm,804,0.89898,1.7613318158596578
mlp,804,0.88381,1.7554170071836
constant,805,0.907565,3.006287401938451
ridge,805,0.89094,2.1389300738349313
rf,805,0.88098,1.6877466487500739
gbm,805,0.89152,1.7238548375796894
mlp,805,0.90737,1.881340868290763
constant,806,0.9205,3.1118559776359804
ridge,806,0.893755,2.15536630486684
rf,806,0.909615,1.834282357618325
gbm,806,0.913305,1.8389544762942158
mlp,806,0.9134,1.9181214657972983
constant,807,0.90679,3.00119811651052
ridge,807,0.906935,2.2355132443109467
rf,807,0.897455,1.766644635153377
gbm,807,0.8994,1.7630315558993823
mlp,807,0.89764,1.826483585288089
constant,808,0.917735,3.0888410586156994
ridge,808,0.921595,2.335439935890819
rf,808,0.902565,1.794427351400108
gbm,808,0.89973,1.7648312798048458
mlp,808,0.914385,1.9236558019026038
constant,809,0.92591,3.1556404354591887
ridge,809,0.919695,2.3219778712564834
rf,809,0.888965,1.7245712871740424
gbm,809,0.9047,1.7908730884878374
mlp,809,0.915655,1.9310528075252225
constant,810,0.86344,2.724230806480625
ridge,810,0.88443,2.103227799170967
rf,810,0.895425,1.7567245346807427
gbm,810,0.893645,1.734382131027829
mlp,810,0.90611,1.8740001468898577
constant,811,0.89163,2.894578889481422
ridge,811,0.90116,2.2000505961871246
rf,811,0.90551,1.8105202312458717
gbm,811,0.911665,1.8298110086162973
mlp,811,0.895205,1.8133309228415486
constant,812,0.883495,2.843154971966257
ridge,812,0.89131,2.140741315421865
rf,812,0.897265,1.7655497484779044
gbm,812,0.895175,1.742164224006229
mlp,812,0.901315,1.8466151999199367
constant,813,0.906015,2.9955605875601066
ridge,813,0.90357,2.2138859127441197
rf,813,0.907,1.8190539780586181
gbm,813,0.89382,1.7353667684573406
mlp,813,0.90766,1.8829630811562355
constant,814,0.91309,3.0502246814306924
ridge,814,0.91075,2.2606436792908746
rf,814,0.93182,1.97180086338965
gbm,814,0.92143,1.8883199711431802
mlp,814,0.932785,2.050855773186528
constant,815,0.89752,2.9341026004909887
ridge,815,0.89978,2.191077346683204
rf,815,0.922685,1.9111574173345565
gbm,815,0.92566,1.9162145346879205
mlp,815,0.92497,1.9926120662490163
constant,816,0.90829,3.0127130441518615
ridge,816,0.916855,2.302551058472817
rf,816,0.91651,1.8743722836904966
gbm,816,0.911515,1.8286371328798898
mlp,816,0.896275,1.8188853459320735
constant,817,0.91372,3.0558328424831736
ridge,817,0.91276,2.274104547074329
rf,817,0.913675,1.857615487283976
gbm,817,0.9091,1.8157349222822297
mlp,817,0.926085,2.0011080715901235
constant,818,0.87133,2.7696085119048073
ridge,818,0.8841,2.1014895284871695
rf,818,0.85386,1.5722036320707744
gbm,818,0.86481,1.6030744866267503
mlp,818,0.851225,1.611639454152982
constant,819,0.918575,3.096103662314028
ridge,819,0.924885,2.3599998639206308
rf,819,0.914515,1.8623412611747674
gbm,819,0.910475,1.8230515865355263
mlp,819,0.92595,1.9999652597999904
constant,820,0.884455,2.8490390500324043
ridge,820,0.886655,2.1146725566583884
rf,820,0.90706,1.8196624449750898
gbm,820,0.898865,1.7608783124068321
mlp,820,0.908435,1.887755313884394
constant,821,0.903785,2.9796100912251413
ridge,821,0.890335,2.1354376559164994
rf,821,0.8989,1.773957662933773
gbm,821,0.905835,1.7972990789743883
mlp,821,0.891895,1.79608943443419
constant,822,0.90671,3.0007229661879684
ridge,822,0.92478,2.3589104097373097
rf,822,0.90589,1.8129718581878125
gbm,822,0.915675,1.853737115168225
mlp,822,0.90198,1.8509562231609573
constant,823,0.90208,2.9672741036296113
ridge,823,0.921765,2.336420241494167
rf,823,0.897705,1.767775516237989
gbm,823,0.90268,1.7800642091422474
mlp,823,0.912765,1.9141336543312548
constant,824,0.910435,3.0302147366771335
ridge,824,0.90952,2.2518434355335977
rf,824,0.90366,1.80039327240858
gbm,824,0.898345,1.7585616163333784
mlp,824,0.903805,1.8610964932051055
constant,825,0.90382,2.9798298930284606
ridge,825,0.90332,2.2123920952434597
rf,825,0.918995,1.8885820067953283
gbm,825,0.90255,1.7793275061539522
mlp,825,0.915065,1.9275920080688338
constant,826,0.894655,2.9149573664967257
ridge,826,0.891445,2.1415287547825366
rf,826,0.909455,1.832964820563896
gbm,826,0.918845,1.8730713285658274
mlp,826,0.90944,1.893665275051859
constant,827,0.892825,2.9024340813390284
ridge,827,0.8954,2.164488654974261
rf,827,0.88862,1.7229435497359287
gbm,827,0.889235,1.7119617161914706
mlp,827,0.88197,1.745860824150967
constant,828,0.89727,2.9325476792747476
ridge,828,0.922645,2.3433414133432615
rf,828,0.89938,1.7767976243857528
gbm,828,0.900015,1.766536874455538
mlp,828,0.908995,1.8913115133584464
constant,829,0.909205,3.0208585047415433
ridge,829,0.9239,2.352276346905105
rf,829,0.91768,1.880760160793237
gbm,829,0.919345,1.875945516022452
mlp,829,0.92516,1.993920778550333
constant,830,0.919825,3.10649743594817
ridge,830,0.90776,2.2411296951865642
rf,830,0.914125,1.860060556596478
gbm,830,0.9075,1.8074702795232573
mlp,830,0.90307,1.8571887008977759
constant,831,0.906715,3.0007726528420218
ridge,831,0.890315,2.1353292858350725
rf,831,0.912675,1.8518974334124518
gbm,831,0.878725,1.662604802670372
mlp,831,0.90045,1.8421074811180043
constant,832,0.88422,2.8477091685786338
ridge,832,0.89961,2.18981584615869
rf,832,0.88215,1.6928750019478322
gbm,832,0.873625,1.6405429834685454
mlp,832,0.888135,1.7766476080962719
constant,833,0.92203,3.122895651133076
ridge,833,0.89877,2.18440260858903
rf,833,0.91334,1.8557548774449666
gbm,833,0.914865,1.8487037290402588
mlp,833,0.900685,1.8432993986811352
constant,834,0.89758,2.9345486410372494
ridge,834,0.914695,2.2876280940533142
rf,834,0.89213,1.7407709243450395
gbm,834,0.891125,1.7213945026090784
mlp,834,0.88226,1.7473599267202338
constant,835,0.90274,2.972191180117453
ridge,835,0.904505,2.2194276440249547
rf,835,0.905865,1.8128628323814255
gbm,835,0.890495,1.718558518735286
mlp,835,0.909805,1.895817001023992
constant,836,0.893055,2.90436819290699
ridge,836,0.891785,2.143528036226841
rf,836,0.893215,1.7454907560376287
gbm,836,0.8828,1.6811048989743487
mlp,836,0.8712,1.6969567854592773
constant,837,0.913055,3.0500447982027774
ridge,837,0.880465,2.081258338805737
rf,837,0.90173,1.7890819214570302
gbm,837,0.89385,1.7356676411184782
mlp,837,0.899425,1.8367512509306216
constant,838,0.92297,3.131149876233259
ridge,838,0.90023,2.1940434791279766
rf,838,0.896695,1.7629575265661623
gbm,838,0.90053,1.7688893696163102
mlp,838,0.90177,1.8495648027176803
constant,839,0.90443,2.983822700056627
ridge,839,0.87817,2.069239503357069
rf,839,0.895005,1.7545559787054636
gbm,839,0.8812,1.6735217631829689
mlp,839,0.88238,1.7479949101792556
constant,840,0.9015,2.9628480480339308
ridge,840,0.924565,2.3574995510181154
rf,840,0.907005,1.8191339512099538
gbm,840,0.922455,1.8949949468874627
mlp,840,0.908265,1.8866308872383524
constant,841,0.913585,3.0545229206066375
ridge,841,0.900575,2.1962463881784013
rf,841,0.892705,1.7431678878611143
gbm,841,0.906365,1.800922042595373
mlp,841,0.89374,1.8048692174634453
constant,842,0.90829,3.0127164785762477
ridge,842,0.899805,2.1912247004983954
rf,842,0.891265,1.7362002352197747
gbm,842,0.887615,1.7047509398512202
mlp,842,0.903705,1.860727299551807
constant,843,0.91859,3.0962760923665007
ridge,843,0.93056,2.4038179403016238
rf,843,0.92743,1.9418533805549436
gbm,843,0.905105,1.7931713830510494
mlp,843,0.90321,1.8579369647191495
constant,844,0.89718,2.931831243287138
ridge,844,0.88625,2.1130255445131088
rf,844,0.879625,1.681000178670195
gbm,844,0.883725,1.6855431850867981
mlp,844,0.88464,1.759752919384067
constant,845,0.88116,2.828243154035622
ridge,845,0.906245,2.2308524491626454
rf,845,0.89047,1.7321413281376177
gbm,845,0.89846,1.7591737146964612
mlp,845,0.881815,1.7450249443696815
constant,846,0.87618,2.7978058808348836
ridge,846,0.89562,2.165761985940158
rf,846,0.88505,1.7060282143916332
gbm,846,0.886685,1.700710107394699
mlp,846,0.91659,1.9369722946458008
constant,847,0.909325,3.0215894224409574
ridge,847,0.91021,2.257046212518631
rf,847,0.89908,1.7748560665230309
gbm,847,0.907485,1.807283865270402
mlp,847,0.89923,1.8356572510741977
constant,848,0.87613,2.797510436476375
ridge,848,0.90105,2.19934666798231
rf,848,0.892295,1.7413612621180465
gbm,848,0.90281,1.7807329499036526
mlp,848,0.89615,1.8180368890224359
constant,849,0.883805,2.845005517743277
ridge,849,0.906535,2.232533277265196
rf,849,0.88809,1.7201514870392054
gbm,849,0.88875,1.7097479194324183
mlp,849,0.904415,1.8645465629575726
constant,850,0.91107,3.0351882402689725
ridge,850,0.89808,2.180454091371236
rf,850,0.922575,1.9103986359461904
gbm,850,0.91934,1.8759242652965558
mlp,850,0.90796,1.8849243166969476
constant,851,0.897565,2.9343840250713917
ridge,851,0.906625,2.233089270240133
rf,851,0.89938,1.776794555871732
gbm,851,0.91623,1.8569423060712018
mlp,851,0.90661,1.8770967367835798
constant,852,0.899975,2.9521272318194773
ridge,852,0.88902,2.127756315578366
rf,852,0.88691,1.714605235784209
gbm,852,0.891035,1.720978820199655
mlp,852,0.884245,1.7575329386599394
constant,853,0.916625,3.079304402480429
ridge,853,0.923085,2.346394731659191
rf,853,0.928265,1.947190616478336
gbm,853,0.92166,1.8897129735720068
mlp,853,0.90517,1.8686982880222094
constant,854,0.90715,3.003935729411865
ridge,854,0.91417,2.28400868796629
rf,854,0.90196,1.7908632516189391
gbm,854,0.897965,1.7566841955503711
mlp,854,0.887495,1.7734687929336914
constant,855,0.893655,2.908160676117258
ridge,855,0.92421,2.354476890977894
rf,855,0.92188,1.9064235373780192
gbm,855,0.919625,1.8777224302115196
mlp,855,0.91814,1.946944333553147
constant,856,0.8916,2.8943965052558926
ridge,856,0.90992,2.255107477028761
rf,856,0.89562,1.757441826864698
gbm,856,0.89565,1.7447286726377151
mlp,856,0.896465,1.8199597568310253
constant,857,0.913365,3.052156508551204
ridge,857,0.89391,2.1563032994966913
rf,857,0.90418,1.803127994439553
gbm,857,0.918245,1.869423141233327
mlp,857,0.911525,1.9063434881921713
constant,858,0.871225,2.768875801246041
ridge,858,0.906745,2.2339681937775184
rf,858,0.91226,1.849385178647033
gbm,858,0.909755,1.8190713940433612
mlp,858,0.92624,2.001969775580358
constant,859,0.916,3.0729059314610963
ridge,859,0.91511,2.2904488553305056
rf,859,0.90421,1.8033101391778579
gbm,859,0.897765,1.7558162628666878
mlp,859,0.91295,1.9153286433722752
constant,860,0.90648,2.9992597903476304
ridge,860,0.89299,2.1505163950641157
rf,860,0.888295,1.7209661734585893
gbm,860,0.90462,1.7902115823142486
mlp,860,0.881825,1.745056238332023
constant,861,0.894255,2.9126003956803954
ridge,861,0.908755,2.2472937606828483
rf,861,0.92069,1.8988123235418486
gbm,861,0.904865,1.7917992818375
mlp,861,0.897475,1.8254881513462844
constant,862,0.883665,2.844155515607418
ridge,862,0.900615,2.1965815020674375
rf,862,0.89772,1.7678885611653894
gbm,862,0.90896,1.814984784983053
mlp,862,0.892555,1.7993756355118595
constant,863,0.887805,2.869372658223842
ridge,863,0.894595,2.16020154692389
rf,863,0.86473,1.6168989148999655
gbm,863,0.88776,1.7053398447418566
mlp,863,0.87798,1.7271466363537884
constant,864,0.894625,2.9147072430718293
ridge,864,0.897045,2.1744352920768435
rf,864,0.895885,1.7589602781281732
gbm,864,0.903355,1.7834122102351828
mlp,864,0.904405,1.8644890838748165
constant,865,0.8972,2.9319942524593907
ridge,865,0.912475,2.272194592494736
rf,865,0.907805,1.8239947536600614
gbm,865,0.917065,1.862106511405486
mlp,865,0.909955,1.89642914178997
constant,866,0.898955,2.9439580900590627
ridge,866,0.906905,2.2350332268324946
rf,866,0.91936,1.8909834050716512
gbm,866,0.9225,1.8953837534350986
mlp,866,0.91464,1.9251024323757602
constant,867,0.899325,2.946680346041875
ridge,867,0.889765,2.132045727024952
rf,867,0.905825,1.812625181397691
gbm,867,0.90156,1.774227577552447
mlp,867,0.91351,1.9188220329693604
constant,868,0.89627,2.9256782186707517
ridge,868,0.912405,2.2718485857971578
rf,868,0.909665,1.8345203315689855
gbm,868,0.902075,1.7770403535568797
mlp,868,0.926705,2.0052482539049272
constant,869,0.90207,2.9671841727672477
ridge,869,0.89372,2.1551711576466306
rf,869,0.8826,1.6948532851469624
gbm,869,0.881855,1.6760749851322339
mlp,869,0.874585,1.7122255099592332
constant,870,0.906465,2.9991954723742795
ridge,870,0.889105,2.12830572240119
rf,870,0.89255,1.7427439491152636
gbm,870,0.88463,1.690320029020138
mlp,870,0.903735,1.8608846549423101
constant,871,0.884405,2.848761109951413
ridge,871,0.90784,2.241593109298569
rf,871,0.925935,1.9322361636095369
gbm,871,0.9206,1.8833526490744108
mlp,871,0.924675,1.9909883644545003
constant,872,0.91491,3.064039648206462
ridge,872,0.92671,2.3736335633736885
rf,872,0.904305,1.8042562164195257
gbm,872,0.911485,1.8284720798979537
mlp,872,0.91243,1.9117429061469506
constant,873,0.90815,3.0116356731164267
ridge,873,0.893305,2.1523201145021975
rf,873,0.90565,1.8113248302047817
gbm,873,0.90414,1.7874648423209791
mlp,873,0.91726,1.9411189324359515
constant,874,0.90554,2.991318038943512
ridge,874,0.89781,2.1790513066470103
rf,874,0.899025,1.774520348541305
gbm,874,0.90496,1.7923288683124512
mlp,874,0.89096,1.790820411710082
constant,875,0.904425,2.9837531608008625
ridge,875,0.899645,2.1902001403595843
rf,875,0.911415,1.8446455871901182
gbm,875,0.89661,1.7497109044460006
mlp,875,0.91143,1.905634094949912
constant,876,0.91409,3.058361975420823
ridge,876,0.890655,2.1374814297386355
rf,876,0.90245,1.7939017156909052
gbm,876,0.890715,1.7195763291924093
mlp,876,0.89119,1.7921193289786355
constant,877,0.884715,2.8512125683129157
ridge,877,0.89803,2.1801718789489537
rf,877,0.896405,1.7617090139255094
gbm,877,0.895795,1.7456051966567427
mlp,877,0.90903,1.8914389358903143
constant,878,0.90877,3.0167840959862904
ridge,878,0.908635,2.246491643963119
rf,878,0.887745,1.7184277273397894
gbm,878,0.883055,1.6823256519772831
mlp,878,0.903705,1.8607300145625172
constant,879,0.911035,3.0347349335820066
ridge,879,0.894295,2.1585611994278833
rf,879,0.9032,1.7981709452670716
gbm,879,0.907435,1.807127358564721
mlp,879,0.90723,1.880494141009672
constant,880,0.89256,2.9007296537069074
ridge,880,0.891605,2.1423445498863187
rf,880,0.89533,1.7561119966996734
gbm,880,0.903285,1.7830968727552268
mlp,880,0.89779,1.8271731462955372
constant,881,0.9004,2.9555272472240017
ridge,881,0.88663,2.1145939689111186
rf,881,0.877415,1.6712848387673933
gbm,881,0.886485,1.6998255150226815
mlp,881,0.892,1.7966177973645816
constant,882,0.89315,2.9047578647938863
ridge,882,0.88125,2.085503944341624
rf,882,0.88764,1.7180457039752075
gbm,882,0.88811,1.7069221598593949
mlp,882,0.8929,1.8009752677819186
constant,883,0.928005,3.1728843131543245
ridge,883,0.92568,2.365552691160616
rf,883,0.92149,1.9035304748299975
gbm,883,0.909445,1.8174369222815294
mlp,883,0.905955,1.8732036729320432
constant,884,0.882405,2.8365458508567305
ridge,884,0.88143,2.0864467559636024
rf,884,0.90717,1.8202257334927174
gbm,884,0.90392,1.7864720615268368
mlp,884,0.89632,1.8191594746919901
constant,885,0.916705,3.0802285855188485
ridge,885,0.90604,2.229692352292823
rf,885,0.89463,1.752686528712644
gbm,885,0.906025,1.7987116883568182
mlp,885,0.89395,1.805776643382238
constant,886,0.90037,2.955374372315619
ridge,886,0.905465,2.2256122032916013
rf,886,0.90864,1.8283423109590777
gbm,886,0.913205,1.838493105712892
mlp,886,0.91994,1.9589824884410239
constant,887,0.898075,2.9380416176858795
ridge,887,0.90378,2.2151527603088907
rf,887,0.88606,1.710739126349264
gbm,887,0.897125,1.7524164727700358
mlp,887,0.89389,1.8054063783888656
constant,888,0.91467,3.06260943933136
ridge,888,0.89527,2.163743714072547
rf,888,0.884905,1.7056260718424654
gbm,888,0.88855,1.7087823629207821
mlp,888,0.88533,1.763184040499949
constant,889,0.90429,2.98261767706523
ridge,889,0.88851,2.125076357498659
rf,889,0.908725,1.8288861077601442
gbm,889,0.90253,1.77919153619218
mlp,889,0.902205,1.8521300318814806
constant,890,0.90119,2.960653576545111
ridge,890,0.906545,2.232678568716026
rf,890,0.920955,1.9001014813675414
gbm,890,0.91159,1.8292545351649658
mlp,890,0.90921,1.8924977761159738
constant,891,0.894315,2.913015487078961
ridge,891,0.915725,2.2950185847081466
rf,891,0.898285,1.7706410270026431
gbm,891,0.908775,1.8138938417842936
mlp,891,0.895195,1.813192732072712
constant,892,0.913475,3.053560427759897
ridge,892,0.93144,2.410768758960944
rf,892,0.93064,1.963524826742211
gbm,892,0.93054,1.9491145462133295
mlp,892,0.924415,1.9890196183698
constant,893,0.87863,2.8123458201712603
ridge,893,0.88592,2.111199860078586
rf,893,0.896615,1.762517680930416
gbm,893,0.89299,1.7312714169441614
mlp,893,0.91063,1.9008852700556402
constant,894,0.912675,3.047044389612732
ridge,894,0.898575,2.183151296100969
rf,894,0.918675,1.8865180967034698
gbm,894,0.922405,1.8947118904618114
mlp,894,0.906795,1.8781037589566743
constant,895,0.873575,2.7822105781014463
ridge,895,0.89438,2.159008330559081
rf,895,0.90984,1.8354986202661003
gbm,895,0.89611,1.7472051686802044
mlp,895,0.904855,1.8670248958815336
constant,896,0.899445,2.9477027031954
ridge,896,0.90375,2.2149323878011344
rf,896,0.90103,1.7856080186106535
gbm,896,0.902705,1.7802835208641672
mlp,896,0.890165,1.786624251206327
